ID_kod,Zwolnienie,Bezwzgledny_obowiazek,Uwagi
350,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
351,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
352,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
353,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
354,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
355,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
356,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
357,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
358,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
359,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
360,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
361,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
362,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
363,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
364,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
365,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
366,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
367,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
368,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
369,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
370,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
371,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
372,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
373,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
374,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
375,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
376,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
377,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
378,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
379,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
380,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
381,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
382,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
383,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
384,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
385,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
386,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
387,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
388,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
389,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
390,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
391,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
392,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
393,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
394,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
395,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
396,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
397,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
398,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
399,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
400,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
401,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
402,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
403,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
404,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
405,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
406,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
407,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
408,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
409,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
410,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
411,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
412,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
413,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
414,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
415,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
416,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
417,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
418,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
419,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
420,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
421,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
422,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
423,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
424,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
430,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
431,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
432,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
433,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
434,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
435,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
436,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
437,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
438,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
439,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
440,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
441,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
442,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
443,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
444,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
445,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
446,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
1085,,"Obowiązkowa kasa fiskalna",
1086,,"Obowiązkowa kasa fiskalna",
1087,,"Obowiązkowa kasa fiskalna",
1088,,"Obowiązkowa kasa fiskalna",
1089,,"Obowiązkowa kasa fiskalna",
1090,,"Obowiązkowa kasa fiskalna",
1091,,"Obowiązkowa kasa fiskalna",
1092,,"Obowiązkowa kasa fiskalna",
1093,,"Obowiązkowa kasa fiskalna",
1094,,"Obowiązkowa kasa fiskalna",
1095,,"Obowiązkowa kasa fiskalna",
1096,,"Obowiązkowa kasa fiskalna",
1097,,"Obowiązkowa kasa fiskalna",
3569,,"Obowiązkowa kasa fiskalna",
3570,,"Obowiązkowa kasa fiskalna",
3571,,"Obowiązkowa kasa fiskalna",
3572,,"Obowiązkowa kasa fiskalna",
3573,,"Obowiązkowa kasa fiskalna",
3574,,"Obowiązkowa kasa fiskalna",
3575,,"Obowiązkowa kasa fiskalna",
3576,,"Obowiązkowa kasa fiskalna",
3577,,"Obowiązkowa kasa fiskalna",
3578,,"Obowiązkowa kasa fiskalna",
3579,,"Obowiązkowa kasa fiskalna",
3580,,"Obowiązkowa kasa fiskalna",
3581,,"Obowiązkowa kasa fiskalna",
3582,,"Obowiązkowa kasa fiskalna",
3583,,"Obowiązkowa kasa fiskalna",
3584,,"Obowiązkowa kasa fiskalna",
3585,,"Obowiązkowa kasa fiskalna",
3586,,"Obowiązkowa kasa fiskalna",
3587,,"Obowiązkowa kasa fiskalna",
3588,,"Obowiązkowa kasa fiskalna",
3589,,"Obowiązkowa kasa fiskalna",
3590,,"Obowiązkowa kasa fiskalna",
3591,,"Obowiązkowa kasa fiskalna",
3592,,"Obowiązkowa kasa fiskalna",
3593,,"Obowiązkowa kasa fiskalna",
3594,,"Obowiązkowa kasa fiskalna",
3595,,"Obowiązkowa kasa fiskalna",
3596,,"Obowiązkowa kasa fiskalna",
3597,,"Obowiązkowa kasa fiskalna",
3598,,"Obowiązkowa kasa fiskalna",
3599,,"Obowiązkowa kasa fiskalna",
3600,,"Obowiązkowa kasa fiskalna",
3601,,"Obowiązkowa kasa fiskalna",
3602,,"Obowiązkowa kasa fiskalna",
3603,,"Obowiązkowa kasa fiskalna",
3604,,"Obowiązkowa kasa fiskalna",
3605,,"Obowiązkowa kasa fiskalna",
3606,,"Obowiązkowa kasa fiskalna",
3607,,"Obowiązkowa kasa fiskalna",
3608,,"Obowiązkowa kasa fiskalna",
3609,,"Obowiązkowa kasa fiskalna",
3610,,"Obowiązkowa kasa fiskalna",
3611,,"Obowiązkowa kasa fiskalna",
3612,,"Obowiązkowa kasa fiskalna",
3613,,"Obowiązkowa kasa fiskalna",
3614,,"Obowiązkowa kasa fiskalna",
3615,,"Obowiązkowa kasa fiskalna",
3616,,"Obowiązkowa kasa fiskalna",
3617,,"Obowiązkowa kasa fiskalna",
3618,,"Obowiązkowa kasa fiskalna",
3619,,"Obowiązkowa kasa fiskalna",
3620,,"Obowiązkowa kasa fiskalna",
3621,,"Obowiązkowa kasa fiskalna",
3622,,"Obowiązkowa kasa fiskalna",
3623,,"Obowiązkowa kasa fiskalna",
3624,,"Obowiązkowa kasa fiskalna",
3625,,"Obowiązkowa kasa fiskalna",
3626,,"Obowiązkowa kasa fiskalna",
3627,,"Obowiązkowa kasa fiskalna",
3628,,"Obowiązkowa kasa fiskalna",
3629,,"Obowiązkowa kasa fiskalna",
3630,,"Obowiązkowa kasa fiskalna",
3631,,"Obowiązkowa kasa fiskalna",
3632,,"Obowiązkowa kasa fiskalna",
3633,,"Obowiązkowa kasa fiskalna",
3634,,"Obowiązkowa kasa fiskalna",
3635,,"Obowiązkowa kasa fiskalna",
3636,,"Obowiązkowa kasa fiskalna",
3637,,"Obowiązkowa kasa fiskalna",
3638,,"Obowiązkowa kasa fiskalna",
3639,,"Obowiązkowa kasa fiskalna",
3640,,"Obowiązkowa kasa fiskalna",
3641,,"Obowiązkowa kasa fiskalna",
3642,,"Obowiązkowa kasa fiskalna",
3643,,"Obowiązkowa kasa fiskalna",
3644,,"Obowiązkowa kasa fiskalna",
3645,,"Obowiązkowa kasa fiskalna",
3646,,"Obowiązkowa kasa fiskalna",
3647,,"Obowiązkowa kasa fiskalna",
3648,,"Obowiązkowa kasa fiskalna",
3649,,"Obowiązkowa kasa fiskalna",
3650,,"Obowiązkowa kasa fiskalna",
3651,,"Obowiązkowa kasa fiskalna",
3652,,"Obowiązkowa kasa fiskalna",
3653,,"Obowiązkowa kasa fiskalna",
3654,,"Obowiązkowa kasa fiskalna",
3655,,"Obowiązkowa kasa fiskalna",
3656,,"Obowiązkowa kasa fiskalna",
3657,,"Obowiązkowa kasa fiskalna",
3658,,"Obowiązkowa kasa fiskalna",
3659,,"Obowiązkowa kasa fiskalna",
3660,,"Obowiązkowa kasa fiskalna",
3661,,"Obowiązkowa kasa fiskalna",
3662,,"Obowiązkowa kasa fiskalna",
3663,,"Obowiązkowa kasa fiskalna",
3664,,"Obowiązkowa kasa fiskalna",
3665,,"Obowiązkowa kasa fiskalna",
3666,,"Obowiązkowa kasa fiskalna",
3667,,"Obowiązkowa kasa fiskalna",
3668,,"Obowiązkowa kasa fiskalna",
3669,,"Obowiązkowa kasa fiskalna",
3670,,"Obowiązkowa kasa fiskalna",
3671,,"Obowiązkowa kasa fiskalna",
3672,,"Obowiązkowa kasa fiskalna",
3673,,"Obowiązkowa kasa fiskalna",
3674,,"Obowiązkowa kasa fiskalna",
3675,,"Obowiązkowa kasa fiskalna",
3676,,"Obowiązkowa kasa fiskalna",
3677,,"Obowiązkowa kasa fiskalna",
3678,,"Obowiązkowa kasa fiskalna",
3679,,"Obowiązkowa kasa fiskalna",
3680,,"Obowiązkowa kasa fiskalna",
3681,,"Obowiązkowa kasa fiskalna",
3682,,"Obowiązkowa kasa fiskalna",
3683,,"Obowiązkowa kasa fiskalna",
3684,,"Obowiązkowa kasa fiskalna",
3685,,"Obowiązkowa kasa fiskalna",
3686,,"Obowiązkowa kasa fiskalna",
3687,,"Obowiązkowa kasa fiskalna",
3688,,"Obowiązkowa kasa fiskalna",
3689,,"Obowiązkowa kasa fiskalna",
3690,,"Obowiązkowa kasa fiskalna",
3691,,"Obowiązkowa kasa fiskalna",
3692,,"Obowiązkowa kasa fiskalna",
3693,,"Obowiązkowa kasa fiskalna",
3694,,"Obowiązkowa kasa fiskalna",
3695,,"Obowiązkowa kasa fiskalna",
3696,,"Obowiązkowa kasa fiskalna",
3697,,"Obowiązkowa kasa fiskalna",
3698,,"Obowiązkowa kasa fiskalna",
3699,,"Obowiązkowa kasa fiskalna",
3700,,"Obowiązkowa kasa fiskalna",
3701,,"Obowiązkowa kasa fiskalna",
3702,,"Obowiązkowa kasa fiskalna",
3703,,"Obowiązkowa kasa fiskalna",
3704,,"Obowiązkowa kasa fiskalna",
3705,,"Obowiązkowa kasa fiskalna",
3706,,"Obowiązkowa kasa fiskalna",
3707,,"Obowiązkowa kasa fiskalna",
3708,,"Obowiązkowa kasa fiskalna",
3709,,"Obowiązkowa kasa fiskalna",
3710,,"Obowiązkowa kasa fiskalna",
3711,,"Obowiązkowa kasa fiskalna",
3712,,"Obowiązkowa kasa fiskalna",
3713,,"Obowiązkowa kasa fiskalna",
3714,,"Obowiązkowa kasa fiskalna",
3715,,"Obowiązkowa kasa fiskalna",
3716,,"Obowiązkowa kasa fiskalna",
3717,,"Obowiązkowa kasa fiskalna",
3718,,"Obowiązkowa kasa fiskalna",
3719,,"Obowiązkowa kasa fiskalna",
3720,,"Obowiązkowa kasa fiskalna",
3721,,"Obowiązkowa kasa fiskalna",
3722,,"Obowiązkowa kasa fiskalna",
3723,,"Obowiązkowa kasa fiskalna",
3724,,"Obowiązkowa kasa fiskalna",
3725,,"Obowiązkowa kasa fiskalna",
3726,,"Obowiązkowa kasa fiskalna",
3727,,"Obowiązkowa kasa fiskalna",
3728,,"Obowiązkowa kasa fiskalna",
3729,,"Obowiązkowa kasa fiskalna",
3730,,"Obowiązkowa kasa fiskalna",
3731,,"Obowiązkowa kasa fiskalna",
3732,,"Obowiązkowa kasa fiskalna",
3733,,"Obowiązkowa kasa fiskalna",
3734,,"Obowiązkowa kasa fiskalna",
3735,,"Obowiązkowa kasa fiskalna",
3736,,"Obowiązkowa kasa fiskalna",
3737,,"Obowiązkowa kasa fiskalna",
3738,,"Obowiązkowa kasa fiskalna",
3739,,"Obowiązkowa kasa fiskalna",
3740,,"Obowiązkowa kasa fiskalna",
3741,,"Obowiązkowa kasa fiskalna",
3742,,"Obowiązkowa kasa fiskalna",
3743,,"Obowiązkowa kasa fiskalna",
3744,,"Obowiązkowa kasa fiskalna",
3745,,"Obowiązkowa kasa fiskalna",
3746,,"Obowiązkowa kasa fiskalna",
3747,,"Obowiązkowa kasa fiskalna",
3748,,"Obowiązkowa kasa fiskalna",
3749,,"Obowiązkowa kasa fiskalna",
3750,,"Obowiązkowa kasa fiskalna",
3751,,"Obowiązkowa kasa fiskalna",
3752,,"Obowiązkowa kasa fiskalna",
3753,,"Obowiązkowa kasa fiskalna",
3754,,"Obowiązkowa kasa fiskalna",
3755,,"Obowiązkowa kasa fiskalna",
3756,,"Obowiązkowa kasa fiskalna",
3757,,"Obowiązkowa kasa fiskalna",
3758,,"Obowiązkowa kasa fiskalna",
3759,,"Obowiązkowa kasa fiskalna",
3760,,"Obowiązkowa kasa fiskalna",
3761,,"Obowiązkowa kasa fiskalna",
3762,,"Obowiązkowa kasa fiskalna",
3763,,"Obowiązkowa kasa fiskalna",
3764,,"Obowiązkowa kasa fiskalna",
3765,,"Obowiązkowa kasa fiskalna",
3766,,"Obowiązkowa kasa fiskalna",
3767,,"Obowiązkowa kasa fiskalna",
3768,,"Obowiązkowa kasa fiskalna",
3769,,"Obowiązkowa kasa fiskalna",
3770,,"Obowiązkowa kasa fiskalna",
3771,,"Obowiązkowa kasa fiskalna",
3772,,"Obowiązkowa kasa fiskalna",
3773,,"Obowiązkowa kasa fiskalna",
3774,,"Obowiązkowa kasa fiskalna",
3775,,"Obowiązkowa kasa fiskalna",
3776,,"Obowiązkowa kasa fiskalna",
3777,,"Obowiązkowa kasa fiskalna",
3778,,"Obowiązkowa kasa fiskalna",
3779,,"Obowiązkowa kasa fiskalna",
3780,,"Obowiązkowa kasa fiskalna",
3781,,"Obowiązkowa kasa fiskalna",
3782,,"Obowiązkowa kasa fiskalna",
3783,,"Obowiązkowa kasa fiskalna",
3784,,"Obowiązkowa kasa fiskalna",
3785,,"Obowiązkowa kasa fiskalna",
3786,,"Obowiązkowa kasa fiskalna",
3787,,"Obowiązkowa kasa fiskalna",
3788,,"Obowiązkowa kasa fiskalna",
3789,,"Obowiązkowa kasa fiskalna",
3790,,"Obowiązkowa kasa fiskalna",
3791,,"Obowiązkowa kasa fiskalna",
3792,,"Obowiązkowa kasa fiskalna",
3793,,"Obowiązkowa kasa fiskalna",
3794,,"Obowiązkowa kasa fiskalna",
3795,,"Obowiązkowa kasa fiskalna",
3796,,"Obowiązkowa kasa fiskalna",
3797,,"Obowiązkowa kasa fiskalna",
3798,,"Obowiązkowa kasa fiskalna",
3799,,"Obowiązkowa kasa fiskalna",
3800,,"Obowiązkowa kasa fiskalna",
3801,,"Obowiązkowa kasa fiskalna",
3802,,"Obowiązkowa kasa fiskalna",
3803,,"Obowiązkowa kasa fiskalna",
3804,,"Obowiązkowa kasa fiskalna",
3805,,"Obowiązkowa kasa fiskalna",
3806,,"Obowiązkowa kasa fiskalna",
3807,,"Obowiązkowa kasa fiskalna",
3808,,"Obowiązkowa kasa fiskalna",
3809,,"Obowiązkowa kasa fiskalna",
3810,,"Obowiązkowa kasa fiskalna",
3811,,"Obowiązkowa kasa fiskalna",
3812,,"Obowiązkowa kasa fiskalna",
3813,,"Obowiązkowa kasa fiskalna",
3814,,"Obowiązkowa kasa fiskalna",
3815,,"Obowiązkowa kasa fiskalna",
3816,,"Obowiązkowa kasa fiskalna",
3817,,"Obowiązkowa kasa fiskalna",
3818,,"Obowiązkowa kasa fiskalna",
3819,,"Obowiązkowa kasa fiskalna",
3820,,"Obowiązkowa kasa fiskalna",
3821,,"Obowiązkowa kasa fiskalna",
3822,,"Obowiązkowa kasa fiskalna",
3838,,"Obowiązkowa kasa fiskalna",
3839,,"Obowiązkowa kasa fiskalna",
3840,,"Obowiązkowa kasa fiskalna",
3841,,"Obowiązkowa kasa fiskalna",
3842,,"Obowiązkowa kasa fiskalna",
3843,,"Obowiązkowa kasa fiskalna",
3844,,"Obowiązkowa kasa fiskalna",
3845,,"Obowiązkowa kasa fiskalna",
3846,,"Obowiązkowa kasa fiskalna",
3847,,"Obowiązkowa kasa fiskalna",
3848,,"Obowiązkowa kasa fiskalna",
3849,,"Obowiązkowa kasa fiskalna",
3850,,"Obowiązkowa kasa fiskalna",
3851,,"Obowiązkowa kasa fiskalna",
3852,,"Obowiązkowa kasa fiskalna",
3853,,"Obowiązkowa kasa fiskalna",
3854,,"Obowiązkowa kasa fiskalna",
3855,,"Obowiązkowa kasa fiskalna",
3856,,"Obowiązkowa kasa fiskalna",
3857,,"Obowiązkowa kasa fiskalna",
3858,,"Obowiązkowa kasa fiskalna",
3859,,"Obowiązkowa kasa fiskalna",
3860,,"Obowiązkowa kasa fiskalna",
3861,,"Obowiązkowa kasa fiskalna",
3862,,"Obowiązkowa kasa fiskalna",
3863,,"Obowiązkowa kasa fiskalna",
3864,,"Obowiązkowa kasa fiskalna",
3865,,"Obowiązkowa kasa fiskalna",
3866,,"Obowiązkowa kasa fiskalna",
3867,,"Obowiązkowa kasa fiskalna",
3870,,"Obowiązkowa kasa fiskalna",
3871,,"Obowiązkowa kasa fiskalna",
3872,,"Obowiązkowa kasa fiskalna",
3873,,"Obowiązkowa kasa fiskalna",
3874,,"Obowiązkowa kasa fiskalna",
3875,,"Obowiązkowa kasa fiskalna",
3876,,"Obowiązkowa kasa fiskalna",
3877,,"Obowiązkowa kasa fiskalna",
3878,,"Obowiązkowa kasa fiskalna",
3879,,"Obowiązkowa kasa fiskalna",
3880,,"Obowiązkowa kasa fiskalna",
3881,,"Obowiązkowa kasa fiskalna",
3882,,"Obowiązkowa kasa fiskalna",
3883,,"Obowiązkowa kasa fiskalna",
3884,,"Obowiązkowa kasa fiskalna",
3885,,"Obowiązkowa kasa fiskalna",
3886,,"Obowiązkowa kasa fiskalna",
3887,,"Obowiązkowa kasa fiskalna",
3888,,"Obowiązkowa kasa fiskalna",
3889,,"Obowiązkowa kasa fiskalna",
3890,,"Obowiązkowa kasa fiskalna",
3891,,"Obowiązkowa kasa fiskalna",
3892,,"Obowiązkowa kasa fiskalna",
3893,,"Obowiązkowa kasa fiskalna",
3894,,"Obowiązkowa kasa fiskalna",
3895,,"Obowiązkowa kasa fiskalna",
3896,,"Obowiązkowa kasa fiskalna",
3897,,"Obowiązkowa kasa fiskalna",
3898,,"Obowiązkowa kasa fiskalna",
3899,,"Obowiązkowa kasa fiskalna",
3900,,"Obowiązkowa kasa fiskalna",
3901,,"Obowiązkowa kasa fiskalna",
3902,,"Obowiązkowa kasa fiskalna",
3903,,"Obowiązkowa kasa fiskalna",
3904,,"Obowiązkowa kasa fiskalna",
3905,,"Obowiązkowa kasa fiskalna",
3906,,"Obowiązkowa kasa fiskalna",
3907,,"Obowiązkowa kasa fiskalna",
3908,,"Obowiązkowa kasa fiskalna",
3909,,"Obowiązkowa kasa fiskalna",
5335,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5338,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5340,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5341,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5342,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5343,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5344,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5345,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5346,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5347,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5348,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5349,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5350,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5351,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5352,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5353,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5354,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5355,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5356,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5357,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5358,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5359,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5360,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5361,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5362,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5363,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5364,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5365,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5366,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5367,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5368,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5369,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5370,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5371,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5372,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5373,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5374,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5375,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5376,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5377,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5378,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5379,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5380,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5381,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5382,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5383,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5384,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5385,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5386,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5387,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5388,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5389,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5390,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5391,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5392,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5393,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5394,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5408,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5409,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5410,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
5411,"Możliwe skorzystanie ze zwolnienia z posiadania kasy fiskalnej ",,
