ID_kod,PKWiU2015,Kody_CN
1992,10.39.14.0,"0710 29 00"
1993,10.39.14.0,"0710 30 00"
1994,10.39.14.0,"0710 40 00"
1995,10.39.14.0,"0710 80 10"
1996,10.39.14.0,"0710 80 51"
1997,10.39.14.0,"0710 80 59"
1998,10.39.14.0,"0710 80 61"
1999,10.39.14.0,"0710 80 69"
2000,10.39.14.0,"0710 80 70"
2001,10.39.14.0,"0710 80 80"
2002,10.39.14.0,"0710 80 85"
2003,10.39.14.0,"0710 80 95"
2004,10.39.14.0,"0710 90 00"
2005,10.39.14.0,"0803 10 10"
2006,10.39.14.0,"0803 10 90"
2007,10.39.14.0,"0803 90 10"
2008,10.39.14.0,"0803 90 90"
2009,10.39.14.0,"0804 10 00"
2010,10.39.14.0,"0804 30 00"
2011,10.39.14.0,"0804 40 00"
2012,10.39.14.0,"0804 50 00"
2013,10.39.14.0,"0805 10 22"
2014,10.39.14.0,"0805 10 24"
2015,10.39.14.0,"0805 10 28"
2016,10.39.14.0,"0805 10 80"
2017,10.39.14.0,"0805 21 10"
2018,10.39.14.0,"0805 21 90"
2019,10.39.14.0,"0805 22 00"
2020,10.39.14.0,"0805 29 00"
2021,10.39.14.0,"0805 40 00"
2022,10.39.14.0,"0805 50 10"
2023,10.39.14.0,"0805 50 90"
2024,10.39.14.0,"0805 90 00"
2025,10.39.14.0,"0807 11 00"
2026,10.39.14.0,"0807 19 00"
2027,10.39.14.0,"0807 20 00"
2028,10.39.14.0,"0808 10 80"
2029,10.39.14.0,"0808 30 90"
2030,10.39.14.0,"0808 40 00"
2031,10.39.14.0,"0809 10 00"
2032,10.39.14.0,"0809 29 00"
2033,10.39.14.0,"0809 30 20"
2034,10.39.14.0,"0809 30 30"
2035,10.39.14.0,"0809 30 80"
2036,10.39.14.0,"0809 40 90"
2037,10.39.14.0,"0810 10 00"
2038,10.39.14.0,"0810 50 00"
2039,10.39.14.0,"0810 60 00"
2040,10.39.14.0,"0810 70 00"
2041,10.39.14.0,"0810 90 20"
2042,10.39.14.0,"0810 90 75"
2043,10.39.15.0,"2005 51 00"
2044,10.39.15.0,"2005 59 00"
2045,10.39.16.0,"2005 40 00"
2046,10.39.17.0,"2002 10 10"
2047,10.39.17.0,"2002 10 90"
2048,10.39.17.0,"2002 90 11"
2049,10.39.17.0,"2002 90 19"
2050,10.39.17.0,"2002 90 31"
2051,10.39.17.0,"2002 90 39"
2052,10.39.17.0,"2002 90 91"
2053,10.39.17.0,"2002 90 99"
2054,10.39.17.0,"2003 10 20"
2055,10.39.17.0,"2003 10 30"
2056,10.39.17.0,"2003 90 10"
2057,10.39.17.0,"2003 90 90"
2058,10.39.17.0,"2004 90 10"
2059,10.39.17.0,"2004 90 30"
2060,10.39.17.0,"2004 90 50"
2061,10.39.17.0,"2004 90 91"
2062,10.39.17.0,"2004 90 98"
2063,10.39.17.0,"2005 60 00"
2064,10.39.17.0,"2005 70 00"
2065,10.39.17.0,"2005 80 00"
2066,10.39.17.0,"2005 91 00"
2067,10.39.17.0,"2005 99 10"
2068,10.39.17.0,"2005 99 20"
2069,10.39.17.0,"2005 99 30"
2070,10.39.17.0,"2005 99 50"
2071,10.39.17.0,"2005 99 60"
2072,10.39.17.0,"2005 99 80"
2073,10.39.18.0,"2001 10 00"
2074,10.39.18.0,"2001 90 10"
2075,10.39.18.0,"2001 90 20"
2076,10.39.18.0,"2001 90 30"
2077,10.39.18.0,"2001 90 40"
2078,10.39.18.0,"2001 90 50"
2079,10.39.18.0,"2001 90 65"
2080,10.39.18.0,"2001 90 70"
2081,10.39.18.0,"2001 90 92"
2082,10.39.18.0,"2001 90 97"
2083,10.39.21.0,"0811 10 11"
2084,10.39.21.0,"0811 10 19"
2085,10.39.21.0,"0811 10 90"
2086,10.39.21.0,"0811 20 11"
2087,10.39.21.0,"0811 20 19"
2088,10.39.21.0,"0811 20 31"
2089,10.39.21.0,"0811 20 39"
2090,10.39.21.0,"0811 20 51"
2091,10.39.21.0,"0811 20 59"
2092,10.39.21.0,"0811 20 90"
2093,10.39.21.0,"0811 90 11"
2094,10.39.21.0,"0811 90 19"
2095,10.39.21.0,"0811 90 31"
2096,10.39.21.0,"0811 90 39"
2097,10.39.21.0,"0811 90 50"
2098,10.39.21.0,"0811 90 70"
2099,10.39.21.0,"0811 90 75"
2100,10.39.21.0,"0811 90 80"
2101,10.39.21.0,"0811 90 85"
2102,10.39.21.0,"0811 90 95"
2103,10.39.22.0,"2007 91 10"
2104,10.39.22.0,"2007 91 30"
2105,10.39.22.0,"2007 91 90"
2106,10.39.22.0,"2007 99 10"
2107,10.39.22.0,"2007 99 20"
2108,10.39.22.0,"2007 99 31"
2109,10.39.22.0,"2007 99 33"
2110,10.39.22.0,"2007 99 35"
2111,10.39.22.0,"2007 99 39"
2112,10.39.22.0,"2007 99 50"
2113,10.39.22.0,"2007 99 93"
2114,10.39.22.0,"2007 99 97"
2115,10.39.23.0,"2008 11 10"
2116,10.39.23.0,"2008 11 91"
2117,10.39.23.0,"2008 11 96"
2118,10.39.23.0,"2008 11 98"
2119,10.39.23.0,"2008 19 12"
2120,10.39.23.0,"2008 19 13"
2121,10.39.23.0,"2008 19 19"
2122,10.39.23.0,"2008 19 92"
2123,10.39.23.0,"2008 19 93"
2124,10.39.23.0,"2008 19 95"
2125,10.39.23.0,"2008 19 99"
2126,10.39.24.0,"0812 10 00"
2127,10.39.24.0,"0812 90 25"
2128,10.39.24.0,"0812 90 30"
2129,10.39.24.0,"0812 90 40"
2130,10.39.24.0,"0812 90 70"
2131,10.39.24.0,"0812 90 98"
2132,10.39.24.0,"0814 00 00"
2133,10.39.25.0,"0801 22 00"
2134,10.39.25.0,"0801 32 00"
2135,10.39.25.0,"0802 12 10"
2136,10.39.25.0,"0802 12 90"
2137,10.39.25.0,"0802 22 00"
2138,10.39.25.0,"0802 32 00"
2139,10.39.25.0,"0802 42 00"
2140,10.39.25.0,"0802 52 00"
2141,10.39.25.0,"0802 62 00"
2142,10.39.25.0,"0802 70 00"
2143,10.39.25.0,"0802 80 00"
2144,10.39.25.0,"0802 92 00"
2145,10.39.25.0,"1202 42 00"
2146,10.39.25.0,"1206 00 91"
2147,10.39.25.0,"1212 99 95"
2148,10.39.29.0,"0803 10 90"
2149,10.39.29.0,"0803 90 90"
2150,10.39.29.0,"0804 10 00"
2151,10.39.29.0,"0804 20 90"
2152,10.39.29.0,"0804 30 00"
2153,10.39.29.0,"0804 40 00"
2154,10.39.29.0,"0804 50 00"
2155,10.39.29.0,"0805 10 80"
2156,10.39.29.0,"0805 21 10"
2157,10.39.29.0,"0805 21 90"
2158,10.39.29.0,"0805 22 00"
2159,10.39.29.0,"0805 29 00"
2160,10.39.29.0,"0805 40 00"
2161,10.39.29.0,"0805 50 10"
2162,10.39.29.0,"0805 50 90"
2163,10.39.29.0,"0805 90 00"
2164,10.39.29.0,"0806 20 10"
2165,10.39.29.0,"0806 20 30"
2166,10.39.29.0,"0806 20 90"
2167,10.39.29.0,"0813 10 00"
2168,10.39.29.0,"0813 20 00"
2169,10.39.29.0,"0813 30 00"
2170,10.39.29.0,"0813 40 10"
2171,10.39.29.0,"0813 40 30"
2172,10.39.29.0,"0813 40 50"
2173,10.39.29.0,"0813 40 65"
2174,10.39.29.0,"0813 40 95"
2175,10.39.29.0,"0813 50 12"
2176,10.39.29.0,"0813 50 15"
2177,10.39.29.0,"0813 50 19"
2178,10.39.29.0,"0813 50 31"
2179,10.39.29.0,"0813 50 39"
2180,10.39.29.0,"0813 50 91"
2181,10.39.29.0,"0813 50 99"
2182,10.39.29.0,"0814 00 00"
2183,10.39.29.0,"2008 20 11"
2184,10.39.29.0,"2008 20 19"
2185,10.39.29.0,"2008 20 31"
2186,10.39.29.0,"2008 20 39"
2187,10.39.29.0,"2008 20 51"
2188,10.39.29.0,"2008 20 59"
2189,10.39.29.0,"2008 20 71"
2190,10.39.29.0,"2008 20 79"
2191,10.39.29.0,"2008 20 90"
2192,10.39.29.0,"2008 30 11"
2193,10.39.29.0,"2008 30 19"
2194,10.39.29.0,"2008 30 31"
2195,10.39.29.0,"2008 30 39"
2196,10.39.29.0,"2008 30 51"
2197,10.39.29.0,"2008 30 55"
2198,10.39.29.0,"2008 30 59"
2199,10.39.29.0,"2008 30 71"
2200,10.39.29.0,"2008 30 75"
2201,10.39.29.0,"2008 30 79"
2202,10.39.29.0,"2008 30 90"
2203,10.39.29.0,"2008 40 11"
2204,10.39.29.0,"2008 40 19"
2205,10.39.29.0,"2008 40 21"
2206,10.39.29.0,"2008 40 29"
2207,10.39.29.0,"2008 40 31"
2208,10.39.29.0,"2008 40 39"
2209,10.39.29.0,"2008 40 51"
2210,10.39.29.0,"2008 40 59"
2211,10.39.29.0,"2008 40 71"
2212,10.39.29.0,"2008 40 79"
2213,10.39.29.0,"2008 40 90"
2214,10.39.29.0,"2008 50 11"
2215,10.39.29.0,"2008 50 19"
2216,10.39.29.0,"2008 50 31"
2217,10.39.29.0,"2008 50 39"
2218,10.39.29.0,"2008 50 51"
2219,10.39.29.0,"2008 50 59"
2220,10.39.29.0,"2008 50 61"
2221,10.39.29.0,"2008 50 69"
2222,10.39.29.0,"2008 50 71"
2223,10.39.29.0,"2008 50 79"
2224,10.39.29.0,"2008 50 92"
2225,10.39.29.0,"2008 50 98"
2226,10.39.29.0,"2008 60 11"
2227,10.39.29.0,"2008 60 19"
2228,10.39.29.0,"2008 60 31"
2229,10.39.29.0,"2008 60 39"
2230,10.39.29.0,"2008 60 50"
2231,10.39.29.0,"2008 60 60"
2232,10.39.29.0,"2008 60 70"
2233,10.39.29.0,"2008 60 90"
2234,10.39.29.0,"2008 70 11"
2235,10.39.29.0,"2008 70 19"
2236,10.39.29.0,"2008 70 31"
2237,10.39.29.0,"2008 70 39"
2238,10.39.29.0,"2008 70 51"
2239,10.39.29.0,"2008 70 59"
2240,10.39.29.0,"2008 70 61"
2241,10.39.29.0,"2008 70 69"
2242,10.39.29.0,"2008 70 71"
2243,10.39.29.0,"2008 70 79"
2244,10.39.29.0,"2008 70 92"
2245,10.39.29.0,"2008 70 98"
2246,10.39.29.0,"2008 80 11"
2247,10.39.29.0,"2008 80 19"
2248,10.39.29.0,"2008 80 31"
2249,10.39.29.0,"2008 80 39"
2250,10.39.29.0,"2008 80 50"
2251,10.39.29.0,"2008 80 70"
2252,10.39.29.0,"2008 80 90"
2253,10.39.29.0,"2008 91 00"
2254,10.39.29.0,"2008 93 11"
2255,10.39.29.0,"2008 93 19"
2256,10.39.29.0,"2008 93 21"
2257,10.39.29.0,"2008 93 29"
2258,10.39.29.0,"2008 93 91"
2259,10.39.29.0,"2008 93 93"
2260,10.39.29.0,"2008 93 99"
2261,10.39.29.0,"2008 97 03"
2262,10.39.29.0,"2008 97 05"
2263,10.39.29.0,"2008 97 12"
2264,10.39.29.0,"2008 97 14"
2265,10.39.29.0,"2008 97 16"
2266,10.39.29.0,"2008 97 18"
2267,10.39.29.0,"2008 97 32"
2268,10.39.29.0,"2008 97 34"
2269,10.39.29.0,"2008 97 36"
2270,10.39.29.0,"2008 97 38"
2271,10.39.29.0,"2008 97 51"
2272,10.39.29.0,"2008 97 59"
2273,10.39.29.0,"2008 97 72"
2274,10.39.29.0,"2008 97 74"
2275,10.39.29.0,"2008 97 76"
2276,10.39.29.0,"2008 97 78"
2277,10.39.29.0,"2008 97 92"
2278,10.39.29.0,"2008 97 93"
2279,10.39.29.0,"2008 97 94"
2280,10.39.29.0,"2008 97 96"
2281,10.39.29.0,"2008 97 97"
2282,10.39.29.0,"2008 97 98"
2283,10.39.29.0,"2008 99 11"
2284,10.39.29.0,"2008 99 19"
2285,10.39.29.0,"2008 99 21"
2286,10.39.29.0,"2008 99 23"
2287,10.39.29.0,"2008 99 24"
2288,10.39.29.0,"2008 99 28"
2289,10.39.29.0,"2008 99 31"
2290,10.39.29.0,"2008 99 34"
2291,10.39.29.0,"2008 99 36"
2292,10.39.29.0,"2008 99 37"
2293,10.39.29.0,"2008 99 38"
2294,10.39.29.0,"2008 99 40"
2295,10.39.29.0,"2008 99 41"
2296,10.39.29.0,"2008 99 43"
2297,10.39.29.0,"2008 99 45"
2298,10.39.29.0,"2008 99 48"
2299,10.39.29.0,"2008 99 49"
2300,10.39.29.0,"2008 99 51"
2301,10.39.29.0,"2008 99 63"
2302,10.39.29.0,"2008 99 67"
2303,10.39.29.0,"2008 99 72"
2304,10.39.29.0,"2008 99 78"
2305,10.39.29.0,"2008 99 85"
2306,10.39.29.0,"2008 99 91"
2307,10.39.29.0,"2008 99 99"
2308,10.39.30.0,"2308 00 11"
2309,10.39.30.0,"2308 00 19"
2310,10.39.30.0,"2308 00 40"
2311,10.39.30.0,"2308 00 90"
2312,10.41.11.0,"1503 00 11"
2313,10.41.11.0,"1503 00 19"
2314,10.41.11.0,"1503 00 30"
2315,10.41.11.0,"1503 00 90"
2316,10.41.12.0,"1504 10 10"
2317,10.41.12.0,"1504 10 91"
2318,10.41.12.0,"1504 10 99"
2319,10.41.12.0,"1504 20 10"
2320,10.41.12.0,"1504 20 90"
2321,10.41.12.0,"1504 30 10"
2322,10.41.12.0,"1504 30 90"
2323,10.41.19.0,"1506 00 00"
2324,10.41.21.0,"1508 10 10"
2325,10.41.21.0,"1508 10 90"
2326,10.41.22.0,"1509 20 00"
2327,10.41.22.0,"1509 30 00"
2328,10.41.22.0,"1509 40 00"
2329,10.41.22.0,"1510 10 00"
2330,10.41.23.0,"1512 11 10"
2331,10.41.23.0,"1512 11 91"
2332,10.41.23.0,"1512 11 99"
2333,10.41.24.0,"1514 11 10"
2334,10.41.24.0,"1514 11 90"
2335,10.41.24.0,"1514 91 10"
2336,10.41.24.0,"1514 91 90"
2337,10.41.25.0,"1511 10 10"
2338,10.41.25.0,"1511 10 90"
2339,10.41.29.0,"1507 10 10"
2340,10.41.29.0,"1507 10 90"
2341,10.41.29.0,"1512 21 10"
2342,10.41.29.0,"1512 21 90"
2343,10.41.29.0,"1513 11 10"
2344,10.41.29.0,"1513 11 91"
2345,10.41.29.0,"1513 11 99"
2346,10.41.29.0,"1513 21 10"
2347,10.41.29.0,"1513 21 30"
2348,10.41.29.0,"1513 21 90"
2349,10.41.29.0,"1515 11 00"
2350,10.41.29.0,"1515 50 11"
2351,10.41.29.0,"1515 50 19"
2352,10.41.29.0,"1515 60 11"
2353,10.41.29.0,"1515 60 59"
2354,10.41.29.0,"1515 90 21"
2355,10.41.29.0,"1515 90 29"
2356,10.41.29.0,"1515 90 40"
2357,10.41.29.0,"1515 90 59"
2358,10.41.30.0,"1404 20 00"
2359,10.41.41.0,"2304 00 00"
2360,10.41.41.0,"2305 00 00"
2361,10.41.41.0,"2306 10 00"
2362,10.41.41.0,"2306 20 00"
2363,10.41.41.0,"2306 30 00"
2364,10.41.41.0,"2306 41 00"
2365,10.41.41.0,"2306 49 00"
2366,10.41.41.0,"2306 50 00"
2367,10.41.41.0,"2306 60 00"
2368,10.41.41.0,"2306 90 05"
2369,10.41.41.0,"2306 90 11"
2370,10.41.41.0,"2306 90 19"
2371,10.41.41.0,"2306 90 90"
2372,10.41.42.0,"1208 10 00"
2373,10.41.42.0,"1208 90 00"
2374,10.41.51.0,"1507 90 10"
2375,10.41.51.0,"1507 90 90"
2376,10.41.52.0,"1508 90 10"
2377,10.41.52.0,"1508 90 90"
2378,10.41.53.0,"1509 90 00"
2379,10.41.53.0,"1510 90 00"
2380,10.41.54.0,"1512 19 10"
2381,10.41.54.0,"1512 19 90"
2382,10.41.55.0,"1512 29 10"
2383,10.41.55.0,"1512 29 90"
2384,10.41.56.0,"1514 19 10"
2385,10.41.56.0,"1514 19 90"
2386,10.41.56.0,"1514 99 10"
2387,10.41.56.0,"1514 99 90"
2388,10.41.57.0,"1511 90 11"
2389,10.41.57.0,"1511 90 19"
2390,10.41.57.0,"1511 90 91"
2391,10.41.57.0,"1511 90 99"
2392,10.41.58.0,"1513 19 11"
2393,10.41.58.0,"1513 19 19"
2394,10.41.58.0,"1513 19 30"
2395,10.41.58.0,"1513 19 91"
2396,10.41.58.0,"1513 19 99"
2397,10.41.59.0,"1513 29 11"
2398,10.41.59.0,"1513 29 19"
2399,10.41.59.0,"1513 29 30"
2400,10.41.59.0,"1513 29 50"
2401,10.41.59.0,"1513 29 90"
2402,10.41.59.0,"1515 19 10"
2403,10.41.59.0,"1515 19 90"
2404,10.41.59.0,"1515 30 10"
2405,10.41.59.0,"1515 30 90"
2406,10.41.59.0,"1515 50 91"
2407,10.41.59.0,"1515 50 99"
2408,10.41.59.0,"1515 60 51"
2409,10.41.59.0,"1515 60 60"
2410,10.41.59.0,"1515 60 91"
2411,10.41.59.0,"1515 60 99"
2412,10.41.59.0,"1515 90 11"
2413,10.41.59.0,"1515 90 31"
2414,10.41.59.0,"1515 90 39"
2415,10.41.59.0,"1515 90 51"
2416,10.41.59.0,"1515 90 60"
2417,10.41.59.0,"1515 90 91"
2418,10.41.59.0,"1515 90 99"
2419,10.41.60.0,"1516 10 10"
2420,10.41.60.0,"1516 10 90"
2421,10.41.60.0,"1516 20 10"
2422,10.41.60.0,"1516 20 91"
2423,10.41.60.0,"1516 20 95"
2424,10.41.60.0,"1516 20 96"
2425,10.41.60.0,"1516 20 98"
2426,10.41.60.0,"1516 30 91"
2427,10.41.60.0,"1516 30 98"
2428,10.41.71.0,"1521 10 00"
2429,10.41.72.0,"1522 00 10"
2430,10.41.72.0,"1522 00 31"
2431,10.41.72.0,"1522 00 39"
2432,10.41.72.0,"1522 00 91"
2433,10.41.72.0,"1522 00 99"
2434,10.42.10.0,"1517 10 10"
2435,10.42.10.0,"1517 10 90"
2436,10.42.10.0,"1517 90 10"
2437,10.42.10.0,"1517 90 91"
2438,10.42.10.0,"1517 90 93"
2439,10.42.10.0,"1517 90 99"
2440,10.51.11.0,"0401 10 10"
2441,10.51.11.0,"0401 10 90"
2442,10.51.11.0,"0401 20 11"
2443,10.51.11.0,"0401 20 19"
2444,10.51.11.0,"0401 20 91"
2445,10.51.11.0,"0401 20 99"
2446,10.51.12.0,"0401 40 10"
2447,10.51.12.0,"0401 40 90"
2448,10.51.12.0,"0401 50 11"
2449,10.51.12.0,"0401 50 19"
2450,10.51.12.0,"0401 50 31"
2451,10.51.12.0,"0401 50 39"
2452,10.51.12.0,"0401 50 91"
2453,10.51.12.0,"0401 50 99"
2454,10.51.21.0,"0402 10 11"
2455,10.51.21.0,"0402 10 19"
2456,10.51.21.0,"0402 10 91"
2457,10.51.21.0,"0402 10 99"
2458,10.51.22.0,"0402 21 11"
2459,10.51.22.0,"0402 21 18"
2460,10.51.22.0,"0402 21 91"
2461,10.51.22.0,"0402 21 99"
2462,10.51.22.0,"0402 29 11"
2463,10.51.22.0,"0402 29 15"
2464,10.51.22.0,"0402 29 19"
2465,10.51.22.0,"0402 29 91"
2466,10.51.22.0,"0402 29 99"
2467,10.51.30.0,"0405 10 11"
2468,10.51.30.0,"0405 10 19"
2469,10.51.30.0,"0405 10 30"
2470,10.51.30.0,"0405 10 50"
2471,10.51.30.0,"0405 10 90"
2472,10.51.30.0,"0405 20 10"
2473,10.51.30.0,"0405 20 30"
2474,10.51.30.0,"0405 20 90"
2475,10.51.30.0,"0405 90 10"
2476,10.51.30.0,"0405 90 90"
2477,10.51.40.0,"0406 10 30"
2478,10.51.40.0,"0406 10 50"
2479,10.51.40.0,"0406 10 80"
2480,10.51.40.0,"0406 20 00"
2481,10.51.40.0,"0406 30 10"
2482,10.51.40.0,"0406 30 31"
2483,10.51.40.0,"0406 30 39"
2484,10.51.40.0,"0406 30 90"
2485,10.51.40.0,"0406 40 10"
2486,10.51.40.0,"0406 40 50"
2487,10.51.40.0,"0406 40 90"
2488,10.51.40.0,"0406 90 01"
2489,10.51.40.0,"0406 90 13"
2490,10.51.40.0,"0406 90 15"
2491,10.51.40.0,"0406 90 17"
2492,10.51.40.0,"0406 90 18"
2493,10.51.40.0,"0406 90 21"
2494,10.51.40.0,"0406 90 23"
2495,10.51.40.0,"0406 90 25"
2496,10.51.40.0,"0406 90 29"
2497,10.51.40.0,"0406 90 32"
2498,10.51.40.0,"0406 90 35"
2499,10.51.40.0,"0406 90 37"
2500,10.51.40.0,"0406 90 39"
2501,10.51.40.0,"0406 90 50"
2502,10.51.40.0,"0406 90 61"
2503,10.51.40.0,"0406 90 63"
2504,10.51.40.0,"0406 90 69"
2505,10.51.40.0,"0406 90 73"
2506,10.51.40.0,"0406 90 74"
2507,10.51.40.0,"0406 90 75"
2508,10.51.40.0,"0406 90 76"
2509,10.51.40.0,"0406 90 78"
2510,10.51.40.0,"0406 90 79"
2511,10.51.40.0,"0406 90 81"
2512,10.51.40.0,"0406 90 82"
2513,10.51.40.0,"0406 90 84"
2514,10.51.40.0,"0406 90 85"
2515,10.51.40.0,"0406 90 86"
2516,10.51.40.0,"0406 90 89"
2517,10.51.40.0,"0406 90 92"
2518,10.51.40.0,"0406 90 93"
2519,10.51.40.0,"0406 90 99"
2520,10.51.51.0,"0402 91 10"
2521,10.51.51.0,"0402 91 30"
2522,10.51.51.0,"0402 91 51"
2523,10.51.51.0,"0402 91 59"
2524,10.51.51.0,"0402 91 91"
2525,10.51.51.0,"0402 91 99"
2526,10.51.51.0,"0402 99 10"
2527,10.51.51.0,"0402 99 31"
2528,10.51.51.0,"0402 99 39"
2529,10.51.51.0,"0402 99 91"
2530,10.51.51.0,"0402 99 99"
2531,10.51.52.0,"0403 20 11"
2532,10.51.52.0,"0403 20 13"
2533,10.51.52.0,"0403 20 19"
2534,10.51.52.0,"0403 20 31"
2535,10.51.52.0,"0403 20 33"
2536,10.51.52.0,"0403 20 39"
2537,10.51.52.0,"0403 20 41"
2538,10.51.52.0,"0403 20 49"
2539,10.51.52.0,"0403 20 51"
2540,10.51.52.0,"0403 20 53"
2541,10.51.52.0,"0403 20 59"
2542,10.51.52.0,"0403 20 91"
2543,10.51.52.0,"0403 20 93"
2544,10.51.52.0,"0403 20 99"
2545,10.51.52.0,"0403 90 11"
2546,10.51.52.0,"0403 90 13"
2547,10.51.52.0,"0403 90 19"
2548,10.51.52.0,"0403 90 31"
2549,10.51.52.0,"0403 90 33"
2550,10.51.52.0,"0403 90 39"
2551,10.51.52.0,"0403 90 51"
2552,10.51.52.0,"0403 90 53"
2553,10.51.52.0,"0403 90 59"
2554,10.51.52.0,"0403 90 61"
2555,10.51.52.0,"0403 90 63"
2556,10.51.52.0,"0403 90 69"
2557,10.51.52.0,"0403 90 71"
2558,10.51.52.0,"0403 90 73"
2559,10.51.52.0,"0403 90 79"
2560,10.51.52.0,"0403 90 91"
2561,10.51.52.0,"0403 90 93"
2562,10.51.52.0,"0403 90 99"
2563,10.51.53.0,"3501 10 10"
2564,10.51.53.0,"3501 10 50"
2565,10.51.53.0,"3501 10 90"
2566,10.51.54.0,"1702 11 00"
2567,10.51.54.0,"1702 19 00"
2568,10.51.55.0,"0404 10 02"
2569,10.51.55.0,"0404 10 04"
2570,10.51.55.0,"0404 10 06"
2571,10.51.55.0,"0404 10 12"
2572,10.51.55.0,"0404 10 14"
2573,10.51.55.0,"0404 10 16"
2574,10.51.55.0,"0404 10 26"
2575,10.51.55.0,"0404 10 28"
2576,10.51.55.0,"0404 10 32"
2577,10.51.55.0,"0404 10 34"
2578,10.51.55.0,"0404 10 36"
2579,10.51.55.0,"0404 10 38"
2580,10.51.55.0,"0404 10 48"
2581,10.51.55.0,"0404 10 52"
2582,10.51.55.0,"0404 10 54"
2583,10.51.55.0,"0404 10 56"
2584,10.51.55.0,"0404 10 58"
2585,10.51.55.0,"0404 10 62"
2586,10.51.55.0,"0404 10 72"
2587,10.51.55.0,"0404 10 74"
2588,10.51.55.0,"0404 10 76"
2589,10.51.55.0,"0404 10 78"
2590,10.51.55.0,"0404 10 82"
2591,10.51.55.0,"0404 10 84"
2592,10.51.56.0,"0404 90 21"
2593,10.51.56.0,"0404 90 23"
2594,10.51.56.0,"0404 90 29"
2595,10.51.56.0,"0404 90 81"
2596,10.51.56.0,"0404 90 83"
2597,10.51.56.0,"0404 90 89"
2598,10.52.10.0,"2105 00 10"
2599,10.52.10.0,"2105 00 91"
2600,10.52.10.0,"2105 00 99"
2601,10.61.11.0,"1006 20 11"
2602,10.61.11.0,"1006 20 13"
2603,10.61.11.0,"1006 20 15"
2604,10.61.11.0,"1006 20 17"
2605,10.61.11.0,"1006 20 19"
2606,10.61.11.0,"1006 20 92"
2607,10.61.11.0,"1006 20 94"
2608,10.61.11.0,"1006 20 96"
2609,10.61.11.0,"1006 20 98"
2610,10.61.11.0,"1006 20 99"
2611,10.61.12.0,"1006 30 21"
2612,10.61.12.0,"1006 30 23"
2613,10.61.12.0,"1006 30 25"
2614,10.61.12.0,"1006 30 27"
2615,10.61.12.0,"1006 30 29"
2616,10.61.12.0,"1006 30 42"
2617,10.61.12.0,"1006 30 44"
2618,10.61.12.0,"1006 30 46"
2619,10.61.12.0,"1006 30 48"
2620,10.61.12.0,"1006 30 49"
2621,10.61.12.0,"1006 30 61"
2622,10.61.12.0,"1006 30 63"
2623,10.61.12.0,"1006 30 65"
2624,10.61.12.0,"1006 30 67"
2625,10.61.12.0,"1006 30 69"
2626,10.61.12.0,"1006 30 92"
2627,10.61.12.0,"1006 30 94"
2628,10.61.12.0,"1006 30 96"
2629,10.61.12.0,"1006 30 98"
2630,10.61.12.0,"1006 30 99"
2631,10.61.12.0,"1006 40 00"
2632,10.61.21.0,"1101 00 11"
2633,10.61.21.0,"1101 00 15"
2634,10.61.21.0,"1101 00 90"
2635,10.61.22.0,"1102 20 10"
2636,10.61.22.0,"1102 20 90"
2637,10.61.22.0,"1102 90 10"
2638,10.61.22.0,"1102 90 30"
2639,10.61.22.0,"1102 90 50"
2640,10.61.22.0,"1102 90 70"
2641,10.61.22.0,"1102 90 90"
2642,10.61.23.0,"1106 10 00"
2643,10.61.23.0,"1106 20 10"
2644,10.61.23.0,"1106 20 90"
2645,10.61.23.0,"1106 30 10"
2646,10.61.23.0,"1106 30 90"
2647,10.61.24.0,"1901 20 00"
2648,10.61.31.0,"1103 11 10"
2649,10.61.31.0,"1103 11 90"
2650,10.61.32.0,"1103 13 10"
2651,10.61.32.0,"1103 13 90"
2652,10.61.32.0,"1103 19 20"
2653,10.61.32.0,"1103 19 40"
2654,10.61.32.0,"1103 19 50"
2655,10.61.32.0,"1103 19 90"
2656,10.61.32.0,"1103 20 25"
2657,10.61.32.0,"1103 20 30"
2658,10.61.32.0,"1103 20 40"
2659,10.61.32.0,"1103 20 50"
2660,10.61.32.0,"1103 20 60"
2661,10.61.32.0,"1103 20 90"
2662,10.61.33.0,"1104 12 10"
2663,10.61.33.0,"1104 12 90"
2664,10.61.33.0,"1104 19 10"
2665,10.61.33.0,"1104 19 30"
2666,10.61.33.0,"1104 19 50"
2667,10.61.33.0,"1104 19 61"
2668,10.61.33.0,"1104 19 69"
2669,10.61.33.0,"1104 19 91"
2670,10.61.33.0,"1104 19 99"
2671,10.61.33.0,"1104 22 40"
2672,10.61.33.0,"1104 22 50"
2673,10.61.33.0,"1104 22 95"
2674,10.61.33.0,"1104 23 40"
2675,10.61.33.0,"1104 23 98"
2676,10.61.33.0,"1104 29 04"
2677,10.61.33.0,"1104 29 05"
2678,10.61.33.0,"1104 29 08"
2679,10.61.33.0,"1104 29 17"
2680,10.61.33.0,"1104 29 30"
2681,10.61.33.0,"1104 29 51"
2682,10.61.33.0,"1104 29 55"
2683,10.61.33.0,"1104 29 59"
2684,10.61.33.0,"1104 29 81"
2685,10.61.33.0,"1104 29 85"
2686,10.61.33.0,"1104 29 89"
2687,10.61.33.0,"1104 30 10"
2688,10.61.33.0,"1104 30 90"
2689,10.61.33.0,"1904 10 10"
