ID_kod,kod_CN,Nazwa,Sekcja,Dzial
11698,"2204 22 78","Wina produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChNP (inne niż Bordeaux, Bourgogne, Beaujolais, Vallée du Rhône, Languedoc-Roussillon, Val de Loire, Piemonte, Tokaj, wina musujące, pół-musujące i wina białe)",IV,22
11699,"2204 22 79","Wina białe ze świeżych winogron, produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChOG (inne niż wina musujące i pół-musujące)",IV,22
11700,"2204 22 80","Wina ze świeżych winogron, produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChOG (inne niż wina musujące, pół-musujące i wina białe)",IV,22
11701,"2204 22 81","Wina białe ze szczepu, bez ChNP i ChOG, produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj. (inne niż wina musujące i pół-musujące)",IV,22
11702,"2204 22 82","Wina ze szczepu, bez ChNP i ChOG, produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj. (inne niż wina musujące, pół-musujące i wina białe)",IV,22
11703,"2204 22 83","Wina białe produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj. (inne niż wina musujące, pół-musujące i wina ze szczepu)",IV,22
11704,"2204 22 84","Wina produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj. (inne niż wina musujące, pół-musujące, wina białe i wina ze szczepu)",IV,22
11705,"2204 22 85","Madeira i Setúbal muscatel, w pojemnikach o objętości > 2 l, ale <= 10 l, o rzeczywistej objętościowej mocy alkoholu > 15% obj., z ChNP lub ChOG",IV,22
11706,"2204 22 86","Sherry, w pojemnikach o objętości > 2 l, ale <= 10 l, o rzeczywistej objętościowej mocy alkoholu > 15% obj., z ChNP lub ChOG",IV,22
11707,"2204 22 88","Samos i Muscat de Lemnos, w pojemnikach o objętości > 2 l, ale <= 10 l, o rzeczywistej objętościowej mocy alkoholu > 15% obj., z ChNP lub ChOG",IV,22
11708,"2204 22 90","Wina produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l, o rzeczywistej objętościowej mocy alkoholu > 15% obj., z ChNP lub ChOG (inne niż Madeira, Sherry, Samos, Muscat de Lemnos i Setubal muscatel)",IV,22
11709,"2204 22 91","Wina bez ChNP i ChOG, produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l, o rzeczywistej objętościowej mocy alkoholu > 15% obj.",IV,22
11710,"2204 22 93","Wina białe nie produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l, z ChNP lub ChOG (inne niż wina musujące i pół-musujące)",IV,22
11711,"2204 22 94","Wina nie produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l,z ChNP lub ChOG (inne niż wina musujące, pół-musujące i wina białe)",IV,22
11712,"2204 22 95","Wina białe ze szczepu, bez ChNP i ChOG, nie produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l (inne niż wina musujące i pół-musujące)",IV,22
11713,"2204 22 96","Wina ze szczepu, bez ChNP i ChOG, nie produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l (inne niż wina musujące, pół-musujące i wina białe)",IV,22
11714,"2204 22 97","Wina białe nie produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l (inne niż wina musujące, pół-musujące i wina ze szczepu)",IV,22
11715,"2204 22 98","Wina nie produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 2 l, ale <= 10 l (inne niż wina musujące, pół-musujące, wina białe i wina ze szczepu)",IV,22
11716,"2204 29","Wino ze świeżych winogron, włącznie z winami wzmocnionymi i moszczem gronowym z fermentacją nierozpoczętą lub zatrzymaną przez dodanie alkoholu, w pojemnikach o objętości > 10 l (z wył. win musujących)",IV,22
11717,"2204 29 10","Wina, ze świeżych winogron, włącznie z winami wzmocnionymi, w butelkach z korkami „grzybkowymi” przytrzymywanymi przewiązkami lub zapięciami, o objętości > 2 l; wina dostarczane w inny sposób, pozostające w wyniku obecności ditlenku węgla w roztworze, pod ciśnieniem >= 1 bar, ale < 3 bary, mierzonym w temperaturze 20 °C, w pojemnikach o objętości > 10 l (z wył. win musujących)",IV,22
11718,"2204 29 22","Wina białe produkowane w Bordeaux, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChNP (z wył. win musujących i pół-musujących)",IV,22
11719,"2204 29 23","Wina białe produkowane w Burgundy, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChNP (z wył. win musujących i pół-musujących)",IV,22
11720,"2204 29 24","Wina produkowane w Beaujolais, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChNP (inne niż wina musujące i pół-musujące)",IV,22
11721,"2204 29 26","Wina produkowane w Vallée du Rhône, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChNP (inne niż wina musujące i pół-musujące)",IV,22
11722,"2204 29 27","Wina produkowane w Languedoc-Roussillon, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChNP (inne niż wina musujące i pół-musujące)",IV,22
11723,"2204 29 28","Wina produkowane w Val de Loire, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChNP (inne niż wina musujące i pół-musujące)",IV,22
11724,"2204 29 32","Wina produkowane w Piemonte, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChNP (inne niż wina musujące i pół-musujące)",IV,22
11725,"2204 29 38","Wina białe produkowane w określonych regionach, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChNP (inne niż Bordeaux, Bourgogne, Beaujolais, Vallée du Rhône, Languedoc-Roussillon, Val de Loire, Piemonte, wina musujące i pół-musujące)",IV,22
11726,"2204 29 78","Wina produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChNP (inne niż Bordeaux, Bourgogne, Beaujolais, Vallée du Rhône, Languedoc-Roussillon, Val de Loire, Piemonte, wina musujące, pół-musujące i wina białe)",IV,22
11727,"2204 29 79","Wina białe ze świeżych winogron, produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChOG (inne niż wina musujące i pół-musujące)",IV,22
11728,"2204 29 80","Wina ze świeżych winogron, produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj., z ChOG (inne niż wina musujące, pół-musujące i wina białe)",IV,22
11729,"2204 29 81","Wina białe ze szczepu, bez ChNP i ChOG, produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj. (inne niż wina musujące i pół-musujące)",IV,22
11730,"2204 29 82","Wina ze szczepu, bez ChNP i ChOG, produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj. (inne niż wina musujące, pół-musujące i wina białe)",IV,22
11731,"2204 29 83","Wina białe produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj. (inne niż wina musujące, pół-musujące i wina ze szczepu)",IV,22
11732,"2204 29 84","Wina produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu <= 15% obj. (inne niż wina musujące, pół-musujące, wina białe i wina ze szczepu)",IV,22
11733,"2204 29 85","Madeira i Setúbal muscatel, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu > 15% obj., ale <= 22% obj., z ChNP lub ChOG",IV,22
11734,"2204 29 86","Sherry, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu > 15% obj., z ChNP lub ChOG",IV,22
11735,"2204 29 88","Marsala, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu > 15% obj., z ChNP lub ChOG",IV,22
11736,"2204 29 90","Wina produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu > 15% obj., z ChNP lub ChOG (inne niż Madeira, Sherry, Samos, Muscat de Lemnos i Setubal muscatel)",IV,22
11737,"2204 29 91","Wina bez ChNP i ChOG, produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l, o rzeczywistej objętościowej mocy alkoholu > 15% obj.",IV,22
11738,"2204 29 93","Wina białe nie produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l, z ChNP lub ChOG (inne niż wina musujące i pół-musujące)",IV,22
11739,"2204 29 94","Wina nie produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l, z ChNP lub ChOG (inne niż wina musujące, pół-musujące i wina białe)",IV,22
11740,"2204 29 95","Wina białe ze szczepu, bez ChNP i ChOG, nie produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l (inne niż wina musujące i pół-musujące)",IV,22
11741,"2204 29 96","Wina ze szczepu, bez ChNP i ChOG, nie produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l (inne niż wina musujące, pół-musujące i wina białe)",IV,22
11742,"2204 29 97","Wina białe nie produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l (inne niż wina musujące, pół-musujące i wina ze szczepu)",IV,22
11743,"2204 29 98","Wina nie produkowane we Wspólnocie Europejskiej, w pojemnikach o objętości > 10 l (inne niż wina musujące, pół-musujące, wina białe i wina ze szczepu)",IV,22
11744,"2204 30","Moszcz gronowy, o rzeczywistej objętościowej mocy alkoholu > 0,5% obj. (z wył. moszczu gronowego, którego fermentacja została zatrzymana przez dodanie alkoholu)",IV,22
11745,"2204 30 10","Moszcz gronowy w trakcie fermentacji lub z fermentacją zatrzymaną inaczej niż przez dodanie alkoholu o rzeczywistej objętościowej mocy alkoholu > 1% obj. (z wył. moszczu gronowego, którego fermentacja została zatrzymana przez dodanie alkoholu)",IV,22
11746,"2204 30 92","Moszcz gronowy niesfermentowany, zagęszczony w rozumieniu Uwagi dodatkowej 7 do działu 22, o gęstości <= 1,33 g/cm³ w 20 °C, i o rzeczywistej objętościowej mocy alkoholu <= 1% obj., ale > 0,5% obj. (z wył. moszczu gronowego, którego fermentacja została zatrzymana przez dodanie alkoholu)",IV,22
11747,"2204 30 94","Moszcz gronowy niesfermentowany, niezagęszczony, o gęstości <= 1,33 g/cm³ w 20 °C, i o rzeczywistej objętościowej mocy alkoholu <= 1% obj., ale > 0,5% obj. (z wył. moszczu gronowego, którego fermentacja została zatrzymana przez dodanie alkoholu)",IV,22
11748,"2204 30 96","Moszcz gronowy niesfermentowany, zagęszczony w rozumieniu Uwagi dodatkowej 7 do działu 22, o gęstości > 1,33 g/cm³ w 20 °C, i o rzeczywistej objętościowej mocy alkoholu <= 1% obj., ale > 0,5% obj. (z wył. moszczu gronowego, którego fermentacja została zatrzymana przez dodanie alkoholu)",IV,22
11749,"2204 30 98","Moszcz gronowy niesfermentowany, niezagęszczony, o gęstości > 1,33 g/cm³ w 20 °C, i o rzeczywistej objętościowej mocy alkoholu <= 1% obj., ale > 0,5% obj. (z wył. moszczu gronowego, którego fermentacja została zatrzymana przez dodanie alkoholu)",IV,22
11750,2205,"Wermut i pozostałe wina ze świeżych winogron aromatyzowane roślinami lub substancjami aromatycznymi",IV,22
11751,"2205 10","Wermut i pozostałe wina ze świeżych winogron aromatyzowane roślinami lub substancjami aromatycznymi, w pojemnikach o objętości <= 2 litry",IV,22
11752,"2205 10 10","Wermut i pozostałe wina ze świeżych winogron aromatyzowane roślinami lub substancjami aromatycznymi, w pojemnikach o objętości <= 2 litry, o rzeczywistej objętościowej mocy alkoholu <= 18% obj.",IV,22
11753,"2205 10 90","Wermut i pozostałe wina ze świeżych winogron aromatyzowane roślinami lub substancjami aromatycznymi, w pojemnikach o objętości <= 2 litry, o rzeczywistej objętościowej mocy alkoholu > 18% obj.",IV,22
11754,"2205 90","Wermut i pozostałe wina ze świeżych winogron aromatyzowane roślinami lub substancjami aromatycznymi, w pojemnikach o objętości > 2 litry",IV,22
11755,"2205 90 10","Wermut i pozostałe wina ze świeżych winogron aromatyzowane roślinami lub substancjami aromatycznymi, w pojemnikach o objętości > 2 litry, o rzeczywistej objętościowej mocy alkoholu <= 18% obj.",IV,22
11756,"2205 90 90","Wermut i pozostałe wina ze świeżych winogron aromatyzowane roślinami lub substancjami aromatycznymi, w pojemnikach o objętości > 2 litry, o rzeczywistej objętościowej mocy alkoholu > 18% obj.",IV,22
11757,"2206 00","Cydr (cidr), perry, miód pitny i pozostałe napoje fermentowane oraz mieszanki napojów fermentowanych i napojów bezalkoholowych, gdzie indziej niesklasyfikowane (z wył. piwa, wina ze świeżych winogron, moszczu gronowego, wermutu i pozostałych win ze świeżych winogron aromatyzowanych roślinami lub substancjami aromatycznymi)",IV,22
11758,"2206 00 10","Wzbudzone, otrzymane z wytłoków winogronowych",IV,22
11759,"2206 00 31","Cydr i perry, musujące",IV,22
11760,"2206 00 39","Miód pitny i pozostałe napoje fermentowane oraz mieszanki napojów fermentowanych i mieszanki napojów fermentowanych z napojami bezalkoholowymi, musujące, gdzie indziej niesklasyfikowane",IV,22
11761,"2206 00 51","Cydr i perry, niemusujące, w pojemnikach o objętości <= 2 litry",IV,22
11762,"2206 00 59","Miód pitny i pozostałe napoje fermentowane oraz mieszanki napojów fermentowanych i mieszanki napojów fermentowanych z napojami bezalkoholowymi, niemusujące, w pojemnikach o objętości <= 2 litry, gdzie indziej niesklasyfikowane (z wył. wina ze świeżych winogron, moszczu gronowego, wermutu i pozostałych win ze świeżych winogron, aromatyzowanych roślinami lub substancjami aromatycznymi, wzbudzonych, cedru i perry)",IV,22
11763,"2206 00 81","Cydr i perry, niemusujące, w pojemnikach o objętości > 2 litry",IV,22
11764,"2206 00 89","Miód pitny i pozostałe napoje fermentowane oraz mieszanki napojów fermentowanych i mieszanki napojów fermentowanych z napojami bezalkoholowymi, niemusujące, w pojemnikach o objętości > 2 litry, gdzie indziej niesklasyfikowane (z wył. wina ze świeżych winogron, moszczu gronowego, wermutu i pozostałych win ze świeżych winogron aromatyzowanych roślinami lub substancjami aromatycznymi, wzbudzonych, cedru i perry)",IV,22
11765,2207,"Alkohol etylowy nieskażony o objętościowej mocy alkoholu >= 80% obj.; alkohol etylowy i pozostałe wyroby alkoholowe, o dowolnej mocy, skażone",IV,22
11766,"2207 10 00","Alkohol etylowy nieskażony o objętościowej mocy alkoholu >= 80% obj.",IV,22
11767,"2207 20 00","Alkohol etylowy i pozostałe wyroby alkoholowe, o dowolnej mocy, skażone",IV,22
11768,2208,"Alkohol etylowy nieskażony o objętościowej mocy alkoholu < 80% obj.; wódki, likiery i pozostałe napoje spirytusowe (z wył. preparatów alkoholowych złożonych, w rodzaju stosowanych do produkcji napojów)",IV,22
11769,"2208 20","Napoje spirytusowe otrzymane przez destylację wina z winogron lub wytłoków z winogron",IV,22
11770,"2208 20 12","Cognac, w pojemnikach o objętości <= 2 litry",IV,22
11771,"2208 20 14","Armagnac, w pojemnikach o objętości <= 2 litry",IV,22
11772,"2208 20 16","Brandy de Jerez w poj. o obj. 2 litry lub mniejszej",IV,22
11773,"2208 20 18","Brandy/Weinbrand w poj. o obj. 2 litry lub mniejszej, z wył. Brandy de Jerez i Armagnac",IV,22
11774,"2208 20 19","Nap. spiryt. otrzymane przez dest. wina z winogron, w poj. o obj. 2 litry lub mniejszej, z wył. Cognac, Armagnac, Brandy/Weinbrand  ",IV,22
11775,"2208 20 26","Grappa, w pojemnikach o objętości <= 2 litry",IV,22
11776,"2208 20 28","Napoje spiryt. otrzymane przez destyl. wytłoków z winogron, w poj. o obj. 2 litry lub mniejszej, z wył. Grappa",IV,22
11777,"2208 20 62","Cognac, w pojemnikach o objętości > 2 litry",IV,22
11778,"2208 20 66","Brandy/Weinbrand, w pojemnikach o objętości większej niż 2 litry",IV,22
11779,"2208 20 69","Nap. spiryt. otrzymane przez dest. wina z winogron, w poj. o obj. większej niż 2 litry, w tym Armagnac, z wył.Cognac, Brandy/Weinbrand  ",IV,22
11780,"2208 20 86","Grappa, w pojemnikach o objętości > 2 litry",IV,22
11781,"2208 20 88","Napoje spirytusowe otrzymane przez destylację wytłoków z winogron, w poj. o obj. większej niż 2 l. z wył. Grappa",IV,22
11782,"2208 30",Whisky,IV,22
11783,"2208 30 11","Whisky burbońskie, w pojemnikach o objętości <= 2 litry",IV,22
11784,"2208 30 19","Whisky burbońskie, w pojemnikach o objętości > 2 litry",IV,22
11785,"2208 30 30","Szkocka whisky „single malt”",IV,22
11786,"2208 30 41","Szkocka whisky „blended malt”, w pojemnikach o objętości <= 2 l",IV,22
11787,"2208 30 49","Szkocka whisky „blended malt”, w pojemnikach o objętości > 2 l",IV,22
11788,"2208 30 61","Szkockie whisky „single grain” i „blended grain”, w pojemnikach o objętości <= 2 l",IV,22
11789,"2208 30 69","Szkockie whisky „single grain” i „blended grain”, w pojemnikach o objętości > 2 l",IV,22
11790,"2208 30 71","Szkocka whisky, w pojemnikach o objętości <= 2 l (inna niż whisky „single malt”, „blended malt”, „single grain” i whisky „blended grain”)",IV,22
11791,"2208 30 79","Szkocka whisky, w pojemnikach o objętości > 2 l (inna niż whisky „single malt”, „blended malt”, „single grain” i whisky „blended grain”)",IV,22
11792,"2208 30 82","Whisky, w pojemnikach o objętości <= 2 litry (inna niż whisky burbońskie i szkocka whisky)",IV,22
11793,"2208 30 88","Whisky, w pojemnikach o objętości > 2 litry (inna niż whisky burbońskie i szkocka whisky)",IV,22
11794,"2208 40","Rum i pozostałe napoje spirytusowe otrzymane przez destylację sfermentowanych produktów z trzciny cukrowej",IV,22
11795,"2208 40 11","Rum o zawartości lotnych substancji (innych niż alkohol metylowy i etylowy) >= 225 g na hektolitr czystego alkoholu (z tolerancją 10%), w pojemnikach o objętości <= 2 litry",IV,22
11796,"2208 40 31","Rum i pozostałe napoje spirytusowe otrzymane przez destylację sfermentowanych produktów z trzciny cukrowej, o wartości > 7,9 € za litr, w pojemnikach o objętości <= 2 litry (z wył. rumu o zawartości lotnych substancji [innych niż alkohol etylowy i metylowy] >= 225 g na hektolitr czystego alkoholu [z tolerancją 10%]",IV,22
11797,"2208 40 39","Rum i pozostałe napoje spirytusowe otrzymane przez destylację sfermentowanych produktów z trzciny cukrowej, o wartości <= 7,9 € za litr, w pojemnikach o objętości <= 2 litry (z wył. rumu o zawartości lotnych substancji [innych niż alkohol etylowy i metylowy] >= 225 g na hektolitr czystego alkoholu [z tolerancją 10%]",IV,22
11798,"2208 40 51","Rum o zawartości lotnych substancji (innych niż alkohol metylowy i etylowy) >= 225 g na hektolitr czystego alkoholu (z tolerancją 10%), w pojemnikach o objętości > 2 litry",IV,22
11799,"2208 40 91","Rum i pozostałe napoje spirytusowe otrzymane przez destylację sfermentowanych produktów z trzciny cukrowej, o wartości > 2 € za litr, w pojemnikach o objętości > 2 litry (z wył. rumu o zawartości lotnych substancji [innych niż alkohol etylowy i metylowy] >= 225 g na hektolitr czystego alkoholu [z tolerancją 10%]",IV,22
11800,"2208 40 99","Rum i pozostałe napoje spirytusowe otrzymane przez destylację sfermentowanych produktów z trzciny cukrowej, o wartości <= 2 € za litr, w pojemnikach o objętości > 2 litry (z wył. rumu o zawartości lotnych substancji [innych niż alkohol etylowy i metylowy] >= 225 g na hektolitr czystego alkoholu [z tolerancją 10%]",IV,22
11801,"2208 50","Gin i gin Geneva",IV,22
11802,"2208 50 11","Gin, w pojemnikach o objętości <= 2 litry",IV,22
11803,"2208 50 19","Gin, w pojemnikach o objętości > 2 litry",IV,22
11804,"2208 50 91","Gin Geneva, w pojemnikach o objętości <= 2 litry",IV,22
11805,"2208 50 99","Gin Geneva, w pojemnikach o objętości > 2 litry",IV,22
11806,"2208 60",Wódka ,IV,22
11807,"2208 60 11","Wódka o objętościowej mocy alkoholu <= 45,4% obj., w pojemnikach o objętości <= 2 litry",IV,22
11808,"2208 60 19","Wódka o objętościowej mocy alkoholu <= 45,4% obj., w pojemnikach o objętości > 2 litry",IV,22
11809,"2208 60 91","Wódka o objętościowej mocy alkoholu > 45,4% obj., w pojemnikach o objętości <= 2 litry",IV,22
11810,"2208 60 99","Wódka o objętościowej mocy alkoholu > 45,4% obj., w pojemnikach o objętości > 2 litry",IV,22
11811,"2208 70","Likiery i kordiały",IV,22
11812,"2208 70 10","Likiery i kordiały, w pojemnikach o objętości <= 2 litry",IV,22
11813,"2208 70 90","Likiery i kordiały, w pojemnikach o objętości > 2 litry",IV,22
11814,"2208 90","Alkohol etylowy nieskażony o objętościowej mocy alkoholu < 80% obj.; wódki, likiery i pozostałe napoje spirytusowe (z wył. preparatów alkoholowych złożonych, w rodzaju stosowanych do produkcji napojów, napojów spirytusowych otrzymanych przez destylację wina z winogron lub wytłoków z winogron, whisky, rumu i pozostałych napojów spirytusowych otrzymanych przez destylację sfermentowanych produktów z trzciny cukrowej, ginu i ginu geneva, wódki, likierów i kordiałów)",IV,22
11815,"2208 90 11","Arak, w pojemnikach o objętości <= 2 litry",IV,22
11816,"2208 90 19","Arak, w pojemnikach o objętości > 2 litry",IV,22
11817,"2208 90 33","Napoje spirytusowe śliwkowe, gruszkowe i wiśniowe, w pojemnikach o objętości <= 2 litry",IV,22
11818,"2208 90 38","Napoje spirytusowe śliwkowe, gruszkowe i wiśniowe, w pojemnikach o objętości > 2 litry",IV,22
11819,"2208 90 41","Ouzo, w pojemnikach o objętości <= 2 litry",IV,22
11820,"2208 90 45","Calvados, w pojemnikach o objętości <= 2 litry",IV,22
11821,"2208 90 48","Napoje alkoholowe destylowane z owoców, w pojemnikach o objętości <= 2 litry (z wył. ze śliwek, gruszek, wiśni i Calvadosa)",IV,22
11822,"2208 90 54","Tequila, w pojemnikach o objętości <= 2 litry",IV,22
11823,"2208 90 56","Napoje spirytusowe, w pojemnikach o objętości <= 2 litry (z wył. napojów spirytusowych otrzymanych przez destylację wina z winogron lub wytłoków z winogron, whisky, rumu i pozostałych napojów spirytusowych otrzymanych przez destylację sfermentowanych produktów z trzciny cukrowej, ginu i ginu geneva, araku, wódki, likierów i kordiałów, ouzo, napojów alkoholowych destylowanych z owoców, i Tequila)",IV,22
11824,"2208 90 69","Napoje spirytusowe, w pojemnikach o objętości <= 2 litry (z wył. ouzo, wódek, likierów i kordiałów)",IV,22
11825,"2208 90 71","Wódki i napoje spirytusowe destylowane z owoców, w pojemnikach o objętości > 2 litry (z wył. napojów spirytusowych otrzymanych przez destylację wina z winogron lub wytłoków z winogron, ze śliwek, gruszek i wiśni))",IV,22
11826,"2208 90 75","Tequila, w pojemnikach o objętości > 2 litry",IV,22
11827,"2208 90 77","Napoje spirytusowe, w pojemnikach o objętości > 2 litry (z wył. napojów spirytusowych otrzymanych przez destylację wina z winogron lub wytłoków z winogron, whisky, rumu i pozostałych napojów spirytusowych otrzymanych przez destylację sfermentowanych produktów z trzciny cukrowej, ginu i ginu geneva, arrack, wódki, likierów i kordiałów, ouzo, napojów spirytusowych destylowanych z owoców i Tequili)",IV,22
11828,"2208 90 78","Napoje spirytusowe, w pojemnikach o objętości > 2 litry (z wył. wódek, likierów i kordiałów, i ouzo)",IV,22
11829,"2208 90 91","Alkohol etylowy nieskażony o objętościowej mocy alkoholu < 80% obj., w pojemnikach o objętości <= 2 litry",IV,22
11830,"2208 90 99","Alkohol etylowy nieskażony o objętościowej mocy alkoholu < 80% obj., w pojemnikach o objętości > 2 litry",IV,22
11831,"2209 00","Ocet i namiastki octu otrzymane z kwasu octowego",IV,22
11832,"2209 00 11","Ocet winny, w pojemnikach o objętości <= 2 litry",IV,22
11833,"2209 00 19","Ocet winny, w pojemnikach o objętości > 2 litry",IV,22
11834,"2209 00 91","Ocet i namiastki octu otrzymane z kwasu octowego, w pojemnikach o objętości <= 2 litry (z wył. octu winnego)",IV,22
11835,"2209 00 99","Ocet i namiastki octu otrzymane z kwasu octowego, w pojemnikach o objętości > 2 litry (z wył. octu winnego)",IV,22
11836,2301,"Mąki, mączki i granulki, z mięsa lub podrobów, ryb lub skorupiaków, mięczaków lub pozostałych bezkręgowców wodnych, nienadające się do spożycia przez ludzi; skwarki",IV,23
11837,"2301 10 00","Mąki, mączki i granulki, z mięsa lub podrobów, nienadające się do spożycia przez ludzi; skwarki",IV,23
11838,"2301 20 00","Mąki, mączki i granulki, z ryb lub skorupiaków, mięczaków lub pozostałych bezkręgowców wodnych, nienadające się do spożycia przez ludzi",IV,23
11839,2302,"Otręby, śruta i inne pozostałości odsiewu, przemiału lub innej obróbki zbóż i roślin strączkowych, nawet granulowane",IV,23
11840,"2302 10","Otręby, śruta i inne pozostałości odsiewu, przemiału lub innej obróbki kukurydzy, nawet granulowane",IV,23
11841,"2302 10 10","Otręby, śruta i inne pozostałości odsiewu, przemiału lub innej obróbki kukurydzy, nawet granulowane, o zawartości skrobi <= 35% masy",IV,23
11842,"2302 10 90","Otręby, śruta i inne pozostałości odsiewu, przemiału lub innej obróbki kukurydzy, nawet granulowane, o zawartości skrobi > 35% masy",IV,23
11843,"2302 30","Otręby, śruta i inne pozostałości odsiewu, przemiału lub innej obróbki pszenicy, nawet granulowane",IV,23
11844,"2302 30 10","Otręby, śruta i inne pozostałości odsiewu, przemiału lub innej obróbki pszenicy, nawet granulowane, w których zawartość skrobi <= 28 % masy i w których część przechodząca przez sito, o wymiarze oczek 0,2 mm, <=10% masy lub, alternatywnie, ta część, która przechodzi przez takie sito, zawiera po spopieleniu w przeliczeniu na suchy produkt >= 1,5% masy popiołu",IV,23
11845,"2302 30 90","Otręby, śruta i inne pozostałości odsiewu, przemiału lub innej obróbki pszenicy, nawet granulowane (z wył. tych, w których zawartość skrobi <= 28 % masy i w których część przechodząca przez sito, o wymiarze oczek 0,2 mm, jest <=10% masy lub, alternatywnie, ta część, która przechodzi przez takie sito, zawiera po spopieleniu w przeliczeniu na suchy produkt >= 1,5% masy popiołu)",IV,23
11846,"2302 40","Otręby, śruta i inne pozostałości odsiewu, przemiału lub innej obróbki zbóż, nawet granulowane (z wył. kukurydzy i pszenicy)",IV,23
11847,"2302 40 02","Otręby, śruta i inne pozostałości odsiewu, przemiału lub innej obróbki ryżu, nawet granulowane, o zawartości skrobi <= 35% masy",IV,23
11848,"2302 40 08","Otręby, śruta i inne pozostałości odsiewu, przemiału lub innej obróbki ryżu, nawet granulowane, o zawartości skrobi > 35% masy",IV,23
